Cell,Year,Month,VEG_1,VEG_2,VEG_3,VEG_4,VEG_5,VEG_6,VEG_7,VEG_8,VEG_9,VEG_10
12,2001,7,0,0,4.33167,3.96579,4.53333,3.8,3.57552,0,0.505,0
12,2001,8,0,0,4.1275,3.67763,4.27917,3.7875,3.39583,0,0.55,0
12,2001,9,0,0,3.18583,2.50263,3.39167,2.725,2.52188,0,0.4,0
12,2001,10,0,0,1.98667,1.58421,2.18889,1.81667,1.57361,0,0.193333,0
12,2001,11,0,0,1.235,0.99079,1.34792,1.175,0.952604,0,0.135,0
12,2001,12,0,0,0.929167,0.581579,0.964583,0.6375,0.657813,0,0.1,0
12,2002,1,0,0,0.805833,0.477632,0.833333,0.925,0.567188,0,0.085,0
12,2002,2,0,0,0.798889,0.557895,0.861111,1.26667,0.577083,0,0.08,0
12,2002,3,0,0,0.826667,0.613158,0.870833,0.7375,0.624479,0,0.085,0
12,2002,4,0,0,1.27167,0.957895,1.37917,1.0375,1.04323,0,0.09,0
12,2002,5,0,0,2.58083,1.93289,2.81458,2.0125,2.14479,0,0.195,0
12,2002,6,0,0,3.5975,3.03684,3.94167,3.2,2.99635,0,0.425,0
12,2002,7,0,0,3.8325,3.59605,4.25,3.7,3.30573,0,0.55,0
12,2002,8,0,0,3.48167,3.18947,3.86667,3.3375,2.9875,0,0.535,0
12,2002,9,0,0,2.54333,2.13947,2.91875,2.3625,2.13958,0,0.355,0
12,2002,10,0,0,1.55778,1.35789,1.82778,1.75,1.32639,0,0.2,0
12,2002,11,0,0,1.04583,0.811842,1.19375,1.1625,0.851563,0,0.165,0
12,2002,12,0,0,0.774167,0.589474,0.8875,0.3125,0.604167,0,0.095,0
12,2003,1,0,0,0.651667,0.434211,0.825,0.5,0.518229,0,0.06,0
12,2003,2,0,0,0.683333,0.484211,0.847222,0.633333,0.550694,0,0.06,0
12,2003,3,0,0,0.750833,0.589474,0.8875,0.5875,0.580208,0,0.06,0
12,2003,4,0,0,1.21,1.04868,1.37917,0.9375,0.961979,0,0.115,0
12,2003,5,0,0,2.67833,2.20658,2.9125,1.7375,2.16406,0,0.24,0
12,2003,6,0,0,3.705,3.30921,4.05,2.6125,3.09271,0,0.33,0
12,2003,7,0,0,4.0175,3.81447,4.25208,3.1375,3.43698,0,0.375,0
12,2003,8,0,0,3.705,3.52895,3.98333,2.9125,3.15573,0,0.37,0
12,2003,9,0,0,2.7225,2.50658,3.06667,2.025,2.33438,0,0.29,0
12,2003,10,0,0,1.62111,1.47193,1.80833,1.45,1.36181,0,0.22,0
12,2003,11,0,0,1.02667,0.892105,1.19167,1.1375,0.844792,0,0.165,0
12,2003,12,0,0,0.74,0.611842,0.897917,0.75,0.567708,0,0.125,0
12,2004,1,0,0,0.6025,0.482895,0.7625,0.5375,0.516146,0,0.105,0
12,2004,2,0,0,0.661111,0.552632,0.761111,0.666667,0.553472,0,0.1,0
12,2004,3,0,0,0.705833,0.580263,0.772917,0.7625,0.564063,0,0.11,0
12,2004,4,0,0,1.005,0.894737,1.04167,0.85,0.806771,0,0.15,0
12,2004,5,0,0,2.14583,1.97368,2.0375,1.5625,1.75365,0,0.28,0
12,2004,6,0,0,3.64667,3.46579,3.77083,2.9625,3.09219,0,0.435,0
12,2004,7,0,0,4.25,3.98421,4.52917,3.725,3.70156,0,0.525,0
12,2004,8,0,0,3.9125,3.51184,4.1625,3.275,3.32292,0,0.52,0
12,2004,9,0,0,2.6725,2.26184,2.86458,1.9875,2.25573,0,0.37,0
12,2004,10,0,0,1.55,1.4614,1.54722,1.33333,1.31528,0,0.193333,0
12,2004,11,0,0,0.995,0.898684,1.0625,1.1375,0.781771,0,0.16,0
12,2004,12,0,0,0.689167,0.502632,0.91875,0.5125,0.528646,0,0.095,0
12,2005,1,0,0,0.605,0.463158,0.735417,0.4375,0.526563,0,0.06,0
12,2005,2,0,0,0.642222,0.552632,0.691667,0.433333,0.477083,0,0.06,0
12,2005,3,0,0,0.706667,0.611842,0.770833,0.4875,0.504167,0,0.085,0
12,2005,4,0,0,1.14333,1.00526,1.20208,0.75,0.869792,0,0.155,0
12,2005,5,0,0,2.53167,2.17105,2.75,1.4375,2.07448,0,0.275,0
12,2005,6,0,0,3.63,3.37895,4.08542,2.5125,3.06979,0,0.43,0
12,2005,7,0,0,3.89083,3.78816,4.37292,3.15,3.38698,0,0.48,0
12,2005,8,0,0,3.54583,3.43289,3.95625,2.9,3.12552,0,0.515,0
12,2005,9,0,0,2.55917,2.33816,2.84583,1.7625,2.21406,0,0.4,0
12,2005,10,0,0,1.52222,1.43158,1.725,1.23333,1.29931,0,0.266667,0
12,2005,11,0,0,0.980833,0.855263,1.14583,1.0125,0.768229,0,0.21,0
12,2005,12,0,0,0.7525,0.593421,0.820833,0.575,0.514583,0,0.185,0
12,2006,1,0,0,0.6425,0.534211,0.772917,0.5375,0.477083,0,0.165,0
12,2006,2,0,0,0.7,0.587719,0.813889,0.683333,0.520833,0,0.146667,0
12,2006,3,0,0,0.710833,0.634211,0.854167,0.8,0.54375,0,0.135,0
12,2006,4,0,0,1.07667,1.02237,1.27708,1.0875,0.911458,0,0.175,0
12,2006,5,0,0,2.4675,2.20526,2.725,2.0125,2.03281,0,0.28,0
12,2006,6,0,0,3.56583,3.31053,3.7625,3.0625,2.95729,0,0.44,0
12,2006,7,0,0,3.855,3.66447,4.02708,3.5,3.30573,0,0.525,0
12,2006,8,0,0,3.485,3.33684,3.70625,3.2375,3.04792,0,0.505,0
12,2006,9,0,0,2.47,2.31447,2.85833,2.2125,2.22552,0,0.34,0
12,2006,10,0,0,1.51667,1.50526,1.875,1.6,1.35486,0,0.193333,0
12,2006,11,0,0,1.08583,1.05395,1.3125,1.2375,0.928125,0,0.12,0
12,2006,12,0,0,0.774167,0.673684,0.904167,0.6375,0.677604,0,0.065,0
12,2007,1,0,0,0.665833,0.610526,0.804167,0.7,0.589063,0,0.06,0
12,2007,2,0,0,0.724444,0.666667,0.830556,0.783333,0.608333,0,0.06,0
12,2007,3,0,0,0.758333,0.717105,0.872917,0.6625,0.613542,0,0.06,0
12,2007,4,0,0,1.11417,1.03158,1.225,0.975,0.884896,0,0.085,0
12,2007,5,0,0,2.46167,2.13026,2.61458,1.8375,1.98646,0,0.2,0
12,2007,6,0,0,3.74,3.38158,4.05,2.825,3.27083,0,0.46,0
12,2007,7,0,0,4.01083,3.76447,4.34583,3.225,3.59583,0,0.65,0
12,2007,8,0,0,3.5925,3.3,4.03333,2.875,3.18854,0,0.555,0
12,2007,9,0,0,2.50667,2.17763,3.02917,2.2,2.20104,0,0.345,0
12,2007,10,0,0,1.54556,1.49123,1.80556,1.5,1.325,0,0.233333,0
12,2007,11,0,0,1.04167,1.00395,1.16667,0.95,0.823438,0,0.125,0
12,2007,12,0,0,0.765833,0.609211,0.86875,0.5,0.519271,0,0.08,0
12,2008,1,0,0,0.619167,0.5,0.775,0.5625,0.466667,0,0.07,0
12,2008,2,0,0,0.675556,0.587719,0.775,0.683333,0.507639,0,0.0666667,0
12,2008,3,0,0,0.735,0.647368,0.808333,0.5875,0.541146,0,0.08,0
12,2008,4,0,0,1.1625,0.976316,1.23333,0.8375,0.916667,0,0.115,0
12,2008,5,0,0,2.5125,2.04737,2.42292,1.775,2.02969,0,0.185,0
12,2008,6,0,0,3.71167,3.26184,3.7125,2.8125,3.08073,0,0.305,0
12,2008,7,0,0,3.99667,3.71184,4.00625,3.6,3.47604,0,0.42,0
12,2008,8,0,0,3.605,3.28684,3.68542,3.125,3.14792,0,0.505,0
12,2008,9,0,0,2.56333,2.15263,2.76042,2.1125,2.20677,0,0.36,0
12,2008,10,0,0,1.55111,1.32105,1.73056,1.36667,1.33889,0,0.22,0
12,2008,11,0,0,1.04667,0.873684,1.17292,1.0375,0.870833,0,0.13,0
12,2008,12,0,0,0.77,0.553947,0.870833,0.5,0.609375,0,0.06,0
12,2009,1,0,0,0.665,0.465789,0.7625,0.5375,0.542708,0,0.06,0
12,2009,2,0,0,0.682222,0.584211,0.75,0.733333,0.563889,0,0.06,0
12,2009,3,0,0,0.675833,0.580263,0.772917,0.525,0.569271,0,0.06,0
12,2009,4,0,0,0.940833,0.819737,1.09792,0.6125,0.845833,0,0.105,0
12,2009,5,0,0,1.97333,1.60526,2.10417,1.2125,1.75521,0,0.21,0
12,2009,6,0,0,3.4675,2.90921,3.60625,2.5375,3.01771,0,0.355,0
12,2009,7,0,0,4.02667,3.64211,4.02083,3.3375,3.48906,0,0.415,0
12,2009,8,0,0,3.6375,3.19211,3.75625,3.025,3.1474,0,0.395,0
12,2009,9,0,0,2.44417,2.03158,2.71875,1.6125,2.1276,0,0.31,0
12,2009,10,0,0,1.33556,1.32632,1.54444,0.916667,1.19722,0,0.186667,0
12,2009,11,0,0,0.821667,0.826316,0.985417,0.725,0.706771,0,0.125,0
12,2009,12,0,0,0.64,0.559211,0.739583,0.4625,0.500521,0,0.08,0
12,2010,1,0,0,0.5575,0.497368,0.670833,0.7875,0.452604,0,0.08,0
12,2010,2,0,0,0.57,0.552632,0.675,0.366667,0.486806,0,0.0733333,0
12,2010,3,0,0,0.618333,0.576316,0.7125,0.3375,0.515104,0,0.085,0
12,2010,4,0,0,1.0275,0.882895,1.01042,0.525,0.815104,0,0.095,0
12,2010,5,0,0,2.47417,2.12895,2.36667,1.3,2.08906,0,0.13,0
12,2010,6,0,0,3.65917,3.51184,3.75,2.2125,3.1974,0,0.285,0
12,2010,7,0,0,3.86833,3.80921,4.06667,2.7875,3.4599,0,0.38,0
12,2010,8,0,0,3.42583,3.42237,3.59792,2.45,3.14323,0,0.42,0
12,2010,9,0,0,2.34833,2.25789,2.475,1.8125,2.16146,0,0.315,0
12,2010,10,0,0,1.55444,1.38421,1.65833,1.41667,1.25833,0,0.2,0
12,2010,11,0,0,1.0975,0.969737,1.16667,1.1,0.761458,0,0.115,0
12,2010,12,0,0,0.845833,0.690789,0.81875,0.9,0.503125,0,0.08,0
12,2011,1,0,0,0.693333,0.552632,0.754167,0.6875,0.456771,0,0.06,0
12,2011,2,0,0,0.708889,0.605263,0.805556,0.733333,0.484722,0,0.06,0
12,2011,3,0,0,0.725,0.657895,0.829167,0.675,0.506771,0,0.06,0
12,2011,4,0,0,1.17667,1.07368,1.19792,0.925,0.889063,0,0.06,0
12,2011,5,0,0,2.72583,2.34737,2.82917,1.775,2.18906,0,0.15,0
12,2011,6,0,0,3.74167,3.57105,4.05,2.875,3.18906,0,0.3,0
12,2011,7,0,0,4.00833,3.91184,4.29792,3.5,3.56146,0,0.43,0
12,2011,8,0,0,3.68667,3.50526,3.96667,3.0625,3.26042,0,0.45,0
12,2011,9,0,0,2.71667,2.40263,2.89583,1.9875,2.32969,0,0.275,0
12,2011,10,0,0,1.57889,1.41053,1.66944,1.31667,1.33472,0,0.16,0
12,2011,11,0,0,0.98,0.892105,1.07708,1.075,0.840104,0,0.115,0
12,2011,12,0,0,0.716667,0.552632,0.845833,0.65,0.579167,0,0.06,0
12,2012,1,0,0,0.618333,0.506579,0.75625,0.575,0.513021,0,0.06,0
12,2012,2,0,0,0.677778,0.566667,0.769444,0.666667,0.5375,0,0.0666667,0
12,2012,3,0,0,0.7,0.589474,0.80625,0.6375,0.561979,0,0.08,0
12,2012,4,0,0,1.06333,0.852632,1.125,0.8,0.852083,0,0.07,0
12,2012,5,0,0,2.43833,1.92368,2.44375,1.4625,1.99948,0,0.11,0
12,2012,6,0,0,3.69333,3.11316,3.825,2.6,3.19427,0,0.31,0
12,2012,7,0,0,3.9925,3.57105,4.2,3.325,3.56146,0,0.415,0
12,2012,8,0,0,3.58667,3.21711,3.8125,2.8125,3.20313,0,0.46,0
12,2012,9,0,0,2.445,2.10132,2.59375,1.425,2.21719,0,0.29,0
12,2012,10,0,0,1.46333,1.29298,1.52222,1,1.27708,0,0.18,0
12,2012,11,0,0,1.0425,0.878947,1.10417,0.7875,0.825,0,0.11,0
12,2012,12,0,0,0.776667,0.588158,0.80625,0.325,0.585417,0,0.06,0
13,2000,1,0,0,0.462778,0,0.384091,0.375,0.150562,0,0.0477273,0
13,2000,2,0,0,0.575,0,0.456818,0.395833,0.174157,0,0.0681818,0
13,2000,3,0,0,0.357222,0,0.309091,0.266667,0.0431319,0,0.00208333,0
13,2000,4,0,0,0.415556,0,0.372727,0.227778,0.0503876,0,0,0
13,2000,5,0,0,0.72,0,0.613636,0.758333,0.156686,0,0.005,0
13,2000,6,0,0,1.24111,0,0.986364,0.65,0.4125,0,0.0675,0
13,2000,7,0,0,2.52944,0,2.65682,3.34167,1.12587,0,0.1675,0
13,2000,8,0,0,1.78778,0,1.78636,1.62083,0.680056,0,0.263636,0
13,2000,9,0,0,1.25111,0,1.12727,0.9625,0.468314,0,0.1175,0
13,2000,10,0,0,1.14667,0,1.13939,0.983333,0.417829,0,0.07,0
13,2000,11,0,0,0.702222,0,0.586364,0.533333,0.268314,0,0.045,0
13,2000,12,0,0,0.546111,0,0.552273,0.4,0.188372,0,0.0325,0
13,2001,1,0,0,0.362209,0,0.125,0,0.135274,0,0.0666667,0
13,2001,2,0,0,0.372093,0,0.175,0,0.138356,0,0.0833333,0
13,2001,3,0,0,0.448256,0,0.21875,0,0.157192,0,0.0791667,0
13,2001,4,0,0,0.748837,0,0.46875,0,0.27774,0,0.0875,0
13,2001,5,0,0,1.64826,0,0.9625,0,0.569521,0,0.125,0
13,2001,6,0,0,2.85233,0,2.0125,0,1.08904,0,0.233333,0
13,2001,7,0,0,3.50291,0,2.6875,0,1.56918,0,0.3375,0
13,2001,8,0,0,3.36977,0,2.54375,0,1.57774,0,0.404167,0
13,2001,9,0,0,2.375,0,1.66875,0,1.00342,0,0.291667,0
13,2001,10,0,0,1.40388,0,1.075,0,0.540639,0,0.188889,0
13,2001,11,0,0,0.831977,0,0.58125,0,0.32363,0,0.125,0
13,2001,12,0,0,0.493023,0,0.23125,0,0.159247,0,0.0833333,0
13,2002,1,0,0,0.418023,0,0.21875,0,0.146284,0,0.075,0
13,2002,2,0,0,0.418605,0,0.325,0,0.165315,0,0.0666667,0
13,2002,3,0,0,0.474419,0,0.3375,0,0.167568,0,0.0666667,0
13,2002,4,0,0,0.663953,0,0.525,0,0.230068,0,0.0541667,0
13,2002,5,0,0,1.38314,0,0.9875,0,0.48277,0,0.1,0
13,2002,6,0,0,2.65465,0,1.84375,0,1.07736,0,0.229167,0
13,2002,7,0,0,3.26279,0,2.43125,0,1.51115,0,0.333333,0
13,2002,8,0,0,2.86163,0,2.18125,0,1.32331,0,0.35,0
13,2002,9,0,0,1.79419,0,1.3,0,0.718243,0,0.2625,0
13,2002,10,0,0,1.15504,0,0.858333,0,0.413514,0,0.188889,0
13,2002,11,0,0,0.776163,0,0.5,0,0.282095,0,0.0958333,0
13,2002,12,0,0,0.467442,0,0.2375,0,0.144257,0,0.05,0
13,2003,1,0,0,0.401163,0,0.25,0,0.130068,0,0.05,0
13,2003,2,0,0,0.437209,0,0.275,0,0.125676,0,0.05,0
13,2003,3,0,0,0.484302,0,0.325,0,0.150338,0,0.05,0
13,2003,4,0,0,0.771512,0,0.575,0,0.255068,0,0.0875,0
13,2003,5,0,0,1.63605,0,1.25625,0,0.556081,0,0.166667,0
13,2003,6,0,0,2.64535,0,2.275,0,1.09966,0,0.3,0
13,2003,7,0,0,3.19535,0,2.80625,0,1.50709,0,0.383333,0
13,2003,8,0,0,2.97151,0,2.5875,0,1.44865,0,0.383333,0
13,2003,9,0,0,2.04302,0,1.6125,0,0.897973,0,0.295833,0
13,2003,10,0,0,1.27287,0,1.04167,0,0.537838,0,0.194444,0
13,2003,11,0,0,0.79593,0,0.45625,0,0.339189,0,0.158333,0
13,2003,12,0,0,0.451163,0,0.25625,0,0.177703,0,0.116667,0
13,2004,1,0,0,0.405814,0,0.3,0,0.166554,0,0.114286,0
13,2004,2,0,0,0.427132,0,0.308333,0,0.183784,0,0.114286,0
13,2004,3,0,0,0.45407,0,0.33125,0,0.190203,0,0.121429,0
13,2004,4,0,0,0.624419,0,0.49375,0,0.271959,0,0.160714,0
13,2004,5,0,0,1.41977,0,1.15,0,0.576689,0,0.217857,0
13,2004,6,0,0,2.84419,0,2.24375,0,1.17601,0,0.292857,0
13,2004,7,0,0,3.62558,0,2.84375,0,1.59932,0,0.317857,0
13,2004,8,0,0,3.31279,0,2.675,0,1.48074,0,0.364286,0
13,2004,9,0,0,2.00814,0,1.5125,0,0.849662,0,0.282143,0
13,2004,10,0,0,1.14574,0,0.825,0,0.476126,0,0.171429,0
13,2004,11,0,0,0.744767,0,0.49375,0,0.318243,0,0.125,0
13,2004,12,0,0,0.440698,0,0.30625,0,0.143581,0,0.0821429,0
13,2005,1,0,0,0.359302,0,0.28125,0,0.136149,0,0.0714286,0
13,2005,2,0,0,0.379845,0,0.258333,0,0.125225,0,0.0571429,0
13,2005,3,0,0,0.423837,0,0.29375,0,0.160811,0,0.0785714,0
13,2005,4,0,0,0.602907,0,0.45625,0,0.241892,0,0.114286,0
13,2005,5,0,0,1.41512,0,0.925,0,0.504392,0,0.142857,0
13,2005,6,0,0,2.7936,0,1.7375,0,1.08041,0,0.225,0
13,2005,7,0,0,3.38488,0,2.20625,0,1.58378,0,0.307143,0
13,2005,8,0,0,3.10872,0,2.15625,0,1.50912,0,0.335714,0
13,2005,9,0,0,1.97093,0,1.4125,0,0.903716,0,0.257143,0
13,2005,10,0,0,1.16899,0,0.9,0,0.511261,0,0.138095,0
13,2005,11,0,0,0.751163,0,0.40625,0,0.296284,0,0.114286,0
13,2005,12,0,0,0.411628,0,0.3375,0,0.15,0,0.0571429,0
13,2006,1,0,0,0.407558,0,0.2875,0,0.145608,0,0.0571429,0
13,2006,2,0,0,0.420155,0,0.291667,0,0.163514,0,0.0571429,0
13,2006,3,0,0,0.434302,0,0.31875,0,0.170608,0,0.0571429,0
13,2006,4,0,0,0.64186,0,0.4625,0,0.22973,0,0.0892857,0
13,2006,5,0,0,1.525,0,1.1625,0,0.482095,0,0.125,0
13,2006,6,0,0,2.80233,0,1.84375,0,1.02601,0,0.25,0
13,2006,7,0,0,3.44012,0,2.4875,0,1.41588,0,0.357143,0
13,2006,8,0,0,3.11512,0,2.3,0,1.32297,0,0.4,0
13,2006,9,0,0,1.90233,0,1.38125,0,0.770608,0,0.314286,0
13,2006,10,0,0,1.06434,0,0.741667,0,0.46036,0,0.247619,0
13,2006,11,0,0,0.762209,0,0.40625,0,0.295946,0,0.189286,0
13,2006,12,0,0,0.46686,0,0.28125,0,0.129054,0,0.0464286,0
13,2007,1,0,0,0.402907,0,0.2875,0,0.134797,0,0.0428571,0
13,2007,2,0,0,0.403101,0,0.258333,0,0.121622,0,0.0571429,0
13,2007,3,0,0,0.477326,0,0.33125,0,0.135473,0,0.0607143,0
13,2007,4,0,0,0.681395,0,0.5125,0,0.191216,0,0.103571,0
13,2007,5,0,0,1.66628,0,1.10625,0,0.482432,0,0.128571,0
13,2007,6,0,0,3.01744,0,2.025,0,1.14392,0,0.232143,0
13,2007,7,0,0,3.46977,0,2.28125,0,1.5527,0,0.375,0
13,2007,8,0,0,3.10988,0,2.19375,0,1.38007,0,0.407143,0
13,2007,9,0,0,2.00349,0,1.4625,0,0.774324,0,0.275,0
13,2007,10,0,0,1.11783,0,0.783333,0,0.444144,0,0.166667,0
13,2007,11,0,0,0.818605,0,0.5375,0,0.281081,0,0.107143,0
13,2007,12,0,0,0.509302,0,0.4,0,0.14527,0,0.0571429,0
13,2008,1,0,0,0.429651,0,0.375,0,0.140541,0,0.0428571,0
13,2008,2,0,0,0.46124,0,0.308333,0,0.142342,0,0.0428571,0
13,2008,3,0,0,0.498256,0,0.3875,0,0.152703,0,0.0428571,0
13,2008,4,0,0,0.740698,0,0.6,0,0.259459,0,0.0892857,0
13,2008,5,0,0,1.72093,0,1.29375,0,0.575338,0,0.114286,0
13,2008,6,0,0,3.09942,0,2.31875,0,1.18378,0,0.235714,0
13,2008,7,0,0,3.5936,0,2.59375,0,1.59189,0,0.342857,0
13,2008,8,0,0,3.34942,0,2.4125,0,1.52939,0,0.367857,0
13,2008,9,0,0,2.21337,0,1.54375,0,0.952027,0,0.264286,0
13,2008,10,0,0,1.25969,0,0.808333,0,0.545045,0,0.12381,0
13,2008,11,0,0,0.798837,0,0.81875,0,0.352027,0,0.0785714,0
13,2008,12,0,0,0.495349,0,0.6,0,0.189865,0,0.0571429,0
13,2009,1,0,0,0.438953,0,0.45625,0,0.166554,0,0.0571429,0
13,2009,2,0,0,0.450388,0,0.266667,0,0.168468,0,0.0571429,0
13,2009,3,0,0,0.489535,0,0.3625,0,0.180405,0,0.0571429,0
13,2009,4,0,0,0.713953,0,0.5625,0,0.246284,0,0.0785714,0
13,2009,5,0,0,1.49535,0,1.25625,0,0.507432,0,0.103571,0
13,2009,6,0,0,2.84302,0,2.325,0,1.08277,0,0.196429,0
13,2009,7,0,0,3.52965,0,2.675,0,1.4973,0,0.278571,0
13,2009,8,0,0,3.25988,0,2.45625,0,1.36723,0,0.314286,0
13,2009,9,0,0,2.0657,0,1.45,0,0.795946,0,0.239286,0
13,2009,10,0,0,1.08372,0,0.708333,0,0.441892,0,0.119048,0
13,2009,11,0,0,0.670349,0,0.56875,0,0.271622,0,0.0821429,0
13,2009,12,0,0,0.463953,0,0.38125,0,0.180405,0,0.0714286,0
13,2010,1,0,0,0.409302,0,0.31875,0,0.170608,0,0.0535714,0
13,2010,2,0,0,0.395349,0,0.275,0,0.17027,0,0.047619,0
13,2010,3,0,0,0.437791,0,0.31875,0,0.177703,0,0.0642857,0
13,2010,4,0,0,0.631977,0,0.44375,0,0.246622,0,0.117857,0
13,2010,5,0,0,1.72267,0,1.10625,0,0.615878,0,0.164286,0
13,2010,6,0,0,3.39593,0,2.04375,0,1.39257,0,0.260714,0
13,2010,7,0,0,3.92093,0,2.46875,0,1.8152,0,0.332143,0
13,2010,8,0,0,3.43953,0,2.31875,0,1.62466,0,0.375,0
13,2010,9,0,0,2.00349,0,1.3625,0,0.894595,0,0.292857,0
13,2010,10,0,0,0.977519,0,0.741667,0,0.463063,0,0.247619,0
13,2010,11,0,0,0.688953,0,0.525,0,0.297297,0,0.153571,0
13,2010,12,0,0,0.468605,0,0.43125,0,0.193243,0,0.0321429,0
13,2011,1,0,0,0.447674,0,0.36875,0,0.127703,0,0.0428571,0
13,2011,2,0,0,0.444186,0,0.308333,0,0.134234,0,0.0571429,0
13,2011,3,0,0,0.444186,0,0.33125,0,0.144932,0,0.0535714,0
13,2011,4,0,0,0.645349,0,0.50625,0,0.206419,0,0.0392857,0
13,2011,5,0,0,1.62384,0,1.0875,0,0.533108,0,0.0714286,0
13,2011,6,0,0,3.13256,0,2.25,0,1.2875,0,0.264286,0
13,2011,7,0,0,3.73895,0,2.925,0,1.80473,0,0.439286,0
13,2011,8,0,0,3.42384,0,2.625,0,1.61926,0,0.442857,0
13,2011,9,0,0,2.1093,0,1.5625,0,0.907432,0,0.282143,0
13,2011,10,0,0,0.996124,0,0.891667,0,0.500901,0,0.128571,0
13,2011,11,0,0,0.637209,0,0.49375,0,0.316554,0,0.0642857,0
13,2011,12,0,0,0.496512,0,0.2375,0,0.139865,0,0.0428571,0
13,2012,1,0,0,0.463372,0,0.2,0,0.129054,0,0.0357143,0
13,2012,2,0,0,0.4,0,0.2,0,0.122973,0,0.0285714,0
13,2012,3,0,0,0.419767,0,0.2375,0,0.154392,0,0.0535714,0
13,2012,4,0,0,0.606977,0,0.4375,0,0.235811,0,0.128571,0
13,2012,5,0,0,1.52733,0,0.875,0,0.491554,0,0.189286,0
13,2012,6,0,0,2.94884,0,1.83125,0,1.06115,0,0.357143,0
13,2012,7,0,0,3.5186,0,2.3875,0,1.48311,0,0.539286,0
13,2012,8,0,0,3.18895,0,2.08125,0,1.43682,0,0.571429,0
13,2012,9,0,0,1.86047,0,1.225,0,0.848649,0,0.392857,0
13,2012,10,0,0,0.947287,0,0.7,0,0.46982,0,0.257143,0
13,2012,11,0,0,0.697093,0,0.38125,0,0.2875,0,0.167857,0
13,2012,12,0,0,0.501744,0,0.2125,0,0.158108,0,0.0857143,0
14,2000,1,0,0,0.45,0,0.3,0.25,0.159135,0,0.0791667,0
14,2000,2,0,0,0.6,0,0.225,0.265,0.171154,0,0.0625,0
14,2000,3,0,0,0.4,0,0.1,0.11,0.0389423,0,0,0
14,2000,4,0,0,0.460606,0,0.2,0.06,0.0410256,0,0,0
14,2000,5,0,0,0.859848,0,0.3,0.245,0.177885,0,0,0
14,2000,6,0,0,1.24621,0,0.45,0.39,0.390385,0,0.0857143,0
14,2000,7,0,0,2.26439,0,1.025,1.98,0.929808,0,0.225,0
14,2000,8,0,0,1.57727,0,0.675,0.895,0.590865,0,0.204167,0
14,2000,9,0,0,1.34091,0,0.475,0.635,0.426923,0,0.0892857,0
14,2000,10,0,0,1.0899,0,0.6,0.546667,0.40641,0,0.0619048,0
14,2000,11,0,0,0.673485,0,0.375,0.355,0.254808,0,0.0214286,0
14,2000,12,0,0,0.45,0,0.275,0.24,0.165865,0,0.0642857,0
14,2001,1,0,0,0.423,0,0.24375,0.2,0.165,0,0.0714286,0
14,2001,2,0,0,0.429333,0,0.325,0.25,0.165,0,0.0761905,0
14,2001,3,0,0,0.496,0,0.44375,0.2625,0.203125,0,0.232143,0
14,2001,4,0,0,0.821,0,0.94375,0.575,0.315625,0,0.257143,0
14,2001,5,0,0,1.805,0,2.1625,1.7875,0.7,0,0.346429,0
14,2001,6,0,0,2.914,0,3.28125,2.9,1.3775,0,0.446429,0
14,2001,7,0,0,3.362,0,3.775,3.8625,1.74375,0,0.607143,0
14,2001,8,0,0,3.217,0,3.53125,3.475,1.5975,0,0.767857,0
14,2001,9,0,0,2.301,0,2.55,2.175,1.02937,0,0.475,0
14,2001,10,0,0,1.38533,0,1.725,1.56667,0.655833,0,0.390476,0
14,2001,11,0,0,0.829,0,0.75625,0.6625,0.426875,0,0.232143,0
14,2001,12,0,0,0.455,0,0.35,0.25,0.21,0,0.0571429,0
14,2002,1,0,0,0.391,0,0.3,0.2,0.190625,0,0.05,0
14,2002,2,0,0,0.484,0,0.441667,0.333333,0.200833,0,0.0761905,0
14,2002,3,0,0,0.499,0,0.55,0.425,0.221875,0,0.0642857,0
14,2002,4,0,0,0.665,0,0.9125,0.8375,0.2975,0,0.15,0
14,2002,5,0,0,1.36,0,1.88125,2,0.633125,0,0.407143,0
14,2002,6,0,0,2.586,0,3.05625,3.2125,1.34187,0,0.867857,0
14,2002,7,0,0,3.163,0,3.45,3.9,1.76,0,1.24286,0
14,2002,8,0,0,2.739,0,3.075,3.325,1.51563,0,0.960714,0
14,2002,9,0,0,1.662,0,2.15625,2.025,0.873125,0,0.503571,0
14,2002,10,0,0,1.056,0,1.36667,1.43333,0.546667,0,0.314286,0
14,2002,11,0,0,0.77,0,1.04375,0.525,0.375625,0,0.207143,0
14,2002,12,0,0,0.512,0,0.75,0.2,0.205,0,0.0321429,0
14,2003,1,0,0,0.44,0,0.55,0.1375,0.195,0,0.0214286,0
14,2003,2,0,0,0.482667,0,0.575,0.216667,0.176667,0,0.0142857,0
14,2003,3,0,0,0.554,0,0.7375,0.3125,0.21,0,0.0214286,0
14,2003,4,0,0,0.843,0,1.1125,0.6875,0.3375,0,0.0642857,0
14,2003,5,0,0,1.644,0,2,2.125,0.69375,0,0.160714,0
14,2003,6,0,0,2.499,0,2.75,3.225,1.35688,0,0.603571,0
14,2003,7,0,0,3.03,0,3.1875,4.075,1.78875,0,0.796429,0
14,2003,8,0,0,2.977,0,3.05625,3.65,1.65,0,0.717857,0
14,2003,9,0,0,2.148,0,2.33125,2.2375,1.08438,0,0.510714,0
14,2003,10,0,0,1.29067,0,1.6,1.36667,0.640833,0,0.347619,0
